"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
29170-00007,문화,근린공원,,광주광역시 북구 문흥동 1009-1,35.18491724,126.9166864,87710.3,,,,,,1990-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00008,두암제1,근린공원,,광주광역시 북구 두암동 969-4,35.16510359,126.9376496,13383.5,,,,,,1990-12-12,광주광역시 북구,062-410-6437,2021-09-06
29170-00009,일곡제1,근린공원,,광주광역시 북구 일곡동 850-1,35.20951352,126.8946493,34840.3,,,,,,1993-12-06,광주광역시 북구,062-410-6437,2021-09-06
29170-00010,일곡제2,근린공원,,광주광역시 북구 일곡동 820-2,35.20650134,126.8983947,10315,,,,,,1993-12-06,광주광역시 북구,062-410-6437,2021-09-06
29170-00011,일곡제3,근린공원,,광주광역시 북구 일곡동 848-3,35.20259322,126.8962296,14313.6,,,,,,1993-12-06,광주광역시 북구,062-410-6437,2021-09-06
29170-00012,신용빛고을,근린공원,,광주광역시 북구 신용동 680,35.20779341,126.8613964,34505.3,,,,,,2006-12-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00013,연제,근린공원,,광주광역시 북구 연제동 1020,35.2014475,126.8636426,48063.4,,,,,,2006-12-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00014,신용강변,근린공원,,광주광역시 북구 신용동 649,35.2123642,126.8575359,22483.2,,,,,,2006-12-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00015,운암제3,근린공원,,광주광역시 북구 운암동 산94,35.180392,126.875754,11024,,,,,,1982-08-04,광주광역시 북구,062-410-6437,2021-09-06
29170-00016,태봉,어린이공원,,광주광역시 북구 신안동 148,35.16291762,126.9030896,2960,,,,,,1957-11-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00017,미리내,어린이공원,,광주광역시 북구 중흥동 714-1,35.15991098,126.9080981,2056,,,,,,1957-11-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00018,운암,어린이공원,,광주광역시 북구 운암동 95,35.174037,126.881634,2496.5,,,,,,1970-06-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00019,버들,어린이공원,,광주광역시 북구 운암동 449-3,35.17248384,126.8837449,3515.4,,,,,,1970-06-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00020,지우,어린이공원,,광주광역시 북구 운암동 478-1,35.1754882,126.8840764,3860.5,,,,,,1970-06-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00021,신안,어린이공원,,광주광역시 북구 신안동 471-1,35.1716172,126.8982976,3817.5,,,,,,1970-06-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00022,효동,어린이공원,,광주광역시 북구 중흥동 347-1,35.16828727,126.9092391,4205,,,,,,1970-06-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00023,용흥,어린이공원,,광주광역시 북구 용봉동 158-6,35.17633079,126.9139155,2330,,,,,,1977-06-11,광주광역시 북구,062-410-6437,2021-09-06
29170-00024,꿈동산,어린이공원,,광주광역시 북구 두암동 588-5,35.17713614,126.9331745,2205.9,,,,,,1977-12-30,광주광역시 북구,062-410-6437,2021-09-06
29170-00025,무등,어린이공원,,광주광역시 북구 두암동 595-5,35.17740483,126.9366873,1747.8,,,,,,1977-12-30,광주광역시 북구,062-410-6437,2021-09-06
29170-00026,희망,어린이공원,,광주광역시 북구 두암동 564-1,35.1795632,126.9279029,2578.5,,,,,,1977-12-30,광주광역시 북구,062-410-6437,2021-09-06
29170-00027,우리,어린이공원,,광주광역시 북구 우산동 602-1,35.18009214,126.9211878,1873.1,,,,,,1984-09-25,광주광역시 북구,062-410-6437,2021-09-06
29170-00028,하백,어린이공원,,광주광역시 북구 매곡동 83-3,35.1912495,126.8909254,1666,,,,,,1986-06-04,광주광역시 북구,062-410-6437,2021-09-06
29170-00029,무진,어린이공원,,광주광역시 북구 두암동 950,35.17059371,126.9358188,1500,,,,,,1987-11-11,광주광역시 북구,062-410-6437,2021-09-06
29170-00030,부영,어린이공원,,광주광역시 북구 두암동 952,35.16865389,126.9356359,3414,,,,,,1987-11-11,광주광역시 북구,062-410-6437,2021-09-06
29170-00031,초롱,어린이공원,,광주광역시 북구 두암동 951,35.16925738,126.9382919,1674,,,,,,1987-11-11,광주광역시 북구,062-410-6437,2021-09-06
29170-00032,평교,어린이공원,,광주광역시 북구 문흥동 925-6,35.17949232,126.9249169,1538.5,,,,,,1987-11-11,광주광역시 북구,062-410-6437,2021-09-06
29170-00033,그린,어린이공원,,광주광역시 북구 우산동 203-1,35.17435489,126.924544,2326.2,,,,,,1987-12-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00034,둘리,어린이공원,,광주광역시 북구 두암동 854-8,35.17086904,126.9316297,2349.5,,,,,,1987-12-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00035,새싹,어린이공원,,광주광역시 북구 두암동 829-8,35.17424756,126.932044,2333.6,,,,,,1987-12-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00036,어울림,어린이공원,,광주광역시 북구 두암동 890-4,35.16883332,126.9277456,2296.2,,,,,,1987-12-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00037,반룡,어린이공원,,광주광역시 북구 용봉동 1227-8,35.1799986,126.9026336,1783,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00038,봉곡,어린이공원,,광주광역시 북구 용봉동 1232-1,35.180182,126.899263,1905.1,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00039,새봄,어린이공원,,광주광역시 북구 용봉동 1250-6,35.1778426,126.9005515,1801.5,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00040,용주,어린이공원,,광주광역시 북구 용봉동 1214,35.1821276,126.9041179,1851,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00041,고운,어린이공원,,광주광역시 북구 오치동 981-6,35.18627549,126.9102511,2500.8,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00042,박들,어린이공원,,광주광역시 북구 오치동 913-19,35.1911912,126.9033484,1803.5,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00043,상오치,어린이공원,,광주광역시 북구 오치동 934-1,35.1884085,126.9104151,1500.9,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00044,하오치,어린이공원,,광주광역시 북구 오치동 990-1,35.18579733,126.9072609,3600.8,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00045,샛터,어린이공원,,광주광역시 북구 오치동 927-1,35.1895154,126.9077179,1500.1,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00046,차돌(독),어린이공원,,광주광역시 북구 오치동 946-9,35.18923418,126.9037787,1506.8,,,,,,1989-12-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00047,군황,어린이공원,,광주광역시 북구 두암동 975-6,35.16212651,126.9396407,1544.7,,,,,,1990-12-12,광주광역시 북구,062-410-6437,2021-09-06
29170-00048,송학,어린이공원,,광주광역시 북구 두암동 968-5,35.16528946,126.9345848,2509.8,,,,,,1990-12-12,광주광역시 북구,062-410-6437,2021-09-06
29170-00049,개나리,어린이공원,,광주광역시 북구 문흥동 787-7,35.18065585,126.9170025,1520.7,,,,,,1991-06-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00050,사랑,어린이공원,,광주광역시 북구 우산동 633-2,35.17800347,126.9187881,1701,,,,,,1991-06-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00051,용봉,어린이공원,,광주광역시 북구 용봉동 1270,35.18242782,126.9142736,1794.2,,,,,,1991-06-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00052,충효,어린이공원,,광주광역시 북구 우산동 633-5,35.17600952,126.9185749,4104.1,,,,,,1991-06-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00053,현대,어린이공원,,광주광역시 북구 우산동 631-2,35.17976369,126.9199588,1500.4,,,,,,1991-06-19,광주광역시 북구,062-410-6437,2021-09-06
29170-00054,삼정,어린이공원,,광주광역시 북구 두암동 969-10,35.16769944,126.9375115,2410.1,,,,,,1991-10-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00055,장수,어린이공원,,광주광역시 북구 두암동 969-9,35.16199625,126.9387013,1650,,,,,,1991-10-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00056,느티나무,어린이공원,,광주광역시 북구 문흥동 995-4,35.18438492,126.9241219,2356.1,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00057,늘푸른,어린이공원,,광주광역시 북구 문흥동 985-2,35.18776524,126.9274433,2345.3,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00058,동심,어린이공원,,광주광역시 북구 문흥동 996-4,35.18626587,126.9224162,2582.7,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00059,문산,어린이공원,,광주광역시 북구 문흥동 993-1,35.1866576,126.9261663,1500.2,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00060,바느실,어린이공원,,광주광역시 북구 문흥동 972-2,35.19022191,126.923831,2571.1,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00061,백일홍,어린이공원,,광주광역시 북구 문흥동 1011-4,35.18267635,126.9247646,2280.1,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00062,소망,어린이공원,,광주광역시 북구 문흥동 1010-3,35.18467526,126.9214515,2551.4,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00063,송정,어린이공원,,광주광역시 북구 문흥동 970-1,35.19067459,126.9213228,3011,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00064,오정,어린이공원,,광주광역시 북구 오치동 1018-2,35.18744328,126.9147251,2039.1,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00065,장미,어린이공원,,광주광역시 북구 문흥동 1004-7,35.18576281,126.9194962,1701.7,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00066,진달래,어린이공원,,광주광역시 북구 문흥동 955-1,35.18696036,126.920325,1593.9,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00067,철쭉,어린이공원,,광주광역시 북구 문흥동 1011-6,35.18254778,126.9211128,1606,,,,,,1991-12-31,광주광역시 북구,062-410-6437,2021-09-06
29170-00068,동산,어린이공원,,광주광역시 북구 동림동 1147-3,35.18838989,126.8653074,1508.2,,,,,,1994-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00069,산동,어린이공원,,광주광역시 북구 동림동 1146-2,35.1917183,126.865936,1509,,,,,,1994-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00070,푸른,어린이공원,,광주광역시 북구 동림동 1158-1,35.18822305,126.8676792,4331.5,,,,,,1994-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00071,한마음,어린이공원,,광주광역시 북구 동림동 1161-2,35.188748,126.8696723,1500.5,,,,,,1994-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00072,가작,어린이공원,,광주광역시 북구 삼각동 792-1,35.19845708,126.8996346,4159.1,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00073,당산,어린이공원,,광주광역시 북구 일곡동 818-2,35.2098103,126.8992014,2479.1,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00074,들샘,어린이공원,,광주광역시 북구 일곡동 849-7,35.20596855,126.8970029,6301.2,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00075,비둘기,어린이공원,,광주광역시 북구 삼각동 777-2,35.2009824,126.8973384,3244.9,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00076,삼각,어린이공원,,광주광역시 북구 삼각동 809-9,35.2007347,126.9013236,2167.6,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00077,서일,어린이공원,,광주광역시 북구 일곡동 816-2,35.2127526,126.9005148,4237.4,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00078,소소리,어린이공원,,광주광역시 북구 일곡동 857-1,35.2108625,126.8919265,2211.7,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00079,용수,어린이공원,,광주광역시 북구 삼각동 770-2,35.2001125,126.895457,2744.8,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00080,월산,어린이공원,,광주광역시 북구 일곡동 825-1,35.2053797,126.8995643,2049.7,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00081,일곡,어린이공원,,광주광역시 북구 일곡동 917-1,35.20861847,126.8927955,1599.6,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00082,일동,어린이공원,,광주광역시 북구 일곡동 902-1,35.2067522,126.8914299,2316.2,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00083,한새,어린이공원,,광주광역시 북구 일곡동 814-2,35.21310759,126.897398,4468.5,,,,,,1995-06-16,광주광역시 북구,062-410-6437,2021-09-06
29170-00084,용봉꿈자람,어린이공원,,광주광역시 북구 용봉동 1407-5,35.1678705,126.8997494,1766.5,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00085,용봉동,어린이공원,,광주광역시 북구 용봉동 1417-1,35.1832391,126.9026351,1839.2,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00086,용봉동부,어린이공원,,광주광역시 북구 용봉동 1368-1,35.18044947,126.897079,2764.5,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00087,용봉북,어린이공원,,광주광역시 북구 용봉동 1335-1,35.18365421,126.8965128,2640,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00088,용봉서부,어린이공원,,광주광역시 북구 용봉동 1392-1,35.1774602,126.8926149,1621.2,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00089,용봉중앙,어린이공원,,광주광역시 북구 용봉동 1363-1,35.1797992,126.8937886,3396.7,,,,,,1995-11-24,광주광역시 북구,062-410-6437,2021-09-06
29170-00090,본촌생태,어린이공원,,광주광역시 북구 본촌동 2849,35.217929,126.8797516,6671.4,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00091,부용,어린이공원,,광주광역시 북구 본촌동 3076,35.2151682,126.8840511,2171.4,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00092,본촌,어린이공원,,광주광역시 북구 본촌동 2990,35.2123168,126.8803582,1500,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00093,가마,어린이공원,,광주광역시 북구 본촌동 3080,35.2019384,126.8760848,3844.6,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00094,효솔,어린이공원,,광주광역시 북구 양산동 764,35.2107348,126.8822436,2828,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00095,양지,어린이공원,,광주광역시 북구 양산동 837,35.2094969,126.8767582,1611.4,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00096,양산달빛,어린이공원,,광주광역시 북구 양산동 1006,35.2074071,126.8783718,2388.7,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00097,본촌산단,어린이공원,,광주광역시 북구 양산동 1090,35.2057965,126.8745952,2061.9,,,,,,2001-09-14,광주광역시 북구,062-410-6437,2021-09-06
29170-00098,신평,어린이공원,,광주광역시 북구 용두동 311-36,35.2106034,126.8713823,2482,,,,,,2007-11-01,광주광역시 북구,062-410-6437,2021-09-06
29170-00099,신용,어린이공원,,광주광역시 북구 신용동 658,35.2106345,126.8582945,3224.1,,,,,,2012-03-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00100,신복,어린이공원,,광주광역시 북구 신용동 670,35.2125496,126.8619682,2633.7,,,,,,2012-03-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00101,건국,어린이공원,,광주광역시 북구 신용동 740,35.2106528,126.8648313,3711.9,,,,,,2012-03-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00102,풍향골,어린이공원,,광주광역시 북구 풍향동 810,35.16328488,126.9282949,4345.8,,,,,,2009-12-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00103,외촌,어린이공원,,광주광역시 북구 연제동 47-4,,,3884,,,,,,1986-06-04,광주광역시 북구,062-410-6437,2021-09-06
29170-00104,용두,어린이공원,,광주광역시 북구 연제동 161-1,,,1824,,,,,,2017-04-28,광주광역시 북구,062-410-6437,2021-09-06
29170-00105,유림(동림동 2),소공원,,광주광역시 북구 동림동 1328,35.17333665,126.8647658,521,,,,,,2009-05-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00106,신평,소공원,,"광주광역시 북구 용두동 1117, 1118",35.21090876,126.8714468,450,,,,,,2015-11-03,광주광역시 북구,062-410-6437,2021-09-06
29170-00107,양지,소공원,,광주광역시 북구 양산동 1154,35.20473844,126.881496,686.4,,,,,,2013-05-01,광주광역시 북구,062-410-6437,2021-09-06
29170-00108,동림동1,소공원,,광주광역시 북구 동림동 898-1,,,765,,,,,,2009-05-15,광주광역시 북구,062-410-6437,2021-09-06
29170-00109,양산체육(첨단2산업체육),체육공원,,광주광역시 북구 연제동 1059,35.19943588,126.8612305,21176.2,,,,,,2006-12-05,광주광역시 북구,062-410-6437,2021-09-06
29170-00110,체육(첨단산당),체육공원,,광주광역시 북구 오룡동 1113,35.22054602,126.8587669,108752,,,,,,2020-01-07,광주광역시 북구,062-410-6437,2021-09-06
29200-00001,월계4,역사공원,,광주광역시 광산구 월계동 765-5,35.21356424,126.8425399,13850.2,,,,,,1994-06-27,광주광역시 역사민속박물관,062-613-5342,2021-09-06
29200-00002,하남,근린공원,,광주광역시 광산구 하남동 499-3,35.19156159,126.7929881,36141,,,,,,1985-09-30,광주광역시 광산구,062-960-8702,2021-09-06
29200-00003,월곡,근린공원,,광주광역시 광산구 월곡동 587,35.16753022,126.8144712,22460.2,,,,,,1985-12-30,광주광역시 광산구,062-960-8702,2021-09-06
29200-00004,산정,근린공원,,광주광역시 광산구 월곡동 539,35.16924487,126.8065727,43860,,,,,,1985-12-30,광주광역시 광산구,062-960-8702,2021-09-06
29200-00005,안청,근린공원,,광주광역시 광산구 안청동 736-1,35.21298255,126.8023702,74914,,,,,,1989-01-07,광주광역시 광산구,062-960-8702,2021-09-06
29200-00006,대상,근린공원,,광주광역시 광산구 쌍암동 690,35.219835,126.847401,46372.3,,,,,,1991-12-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00007,무양,근린공원,,광주광역시 광산구 월계동 848-1,35.21089807,126.8398045,37279.46,,,,,,1991-12-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00008,쌍암,근린공원,,광주광역시 광산구 쌍암동 653-1,35.22222807,126.8442514,147962.1,,,,,,1991-12-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00009,응암,근린공원,,광주광역시 광산구 월계동 760-1,35.21689594,126.8320334,36558.6,,,,,,1991-12-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00010,신가2,근린공원,,광주광역시 광산구 신가동 1021-1,35.1848131,126.8413131,34409.1,,,,,,1998-09-15,광주광역시 광산구,062-960-8702,2021-09-06
29200-00011,제1풍영정,근린공원,,광주광역시 광산구 월곡동 684-1,35.17650582,126.8120631,23720.6,,,,,,1997-08-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00012,제2풍영정,근린공원,,광주광역시 광산구 운남동 793-1,35.177154,126.813321,26200.7,,,,,,1997-08-12,광주광역시 광산구,062-960-8702,2021-09-06
29200-00013,운남,근린공원,,광주광역시 광산구 운남동 799-1,35.17144075,126.8159421,34212.8,,,,,,1998-09-15,광주광역시 광산구,062-960-8702,2021-09-06
29200-00014,가족,근린공원,,광주광역시 광산구 신창동 1120,35.19885624,126.8386196,10709.8,,,,,,2001-04-03,광주광역시 광산구,062-960-8702,2021-09-06
29200-00015,역사,근린공원,,광주광역시 광산구 신창동 1173,35.194427,126.845057,51806.4,,,,,,2001-04-03,광주광역시 광산구,062-960-8702,2021-09-06
29200-00016,생태,근린공원,,광주광역시 광산구 신창동 1262,35.19413701,126.8361298,15329,,,,,,2001-04-03,광주광역시 광산구,062-960-8702,2021-09-06
29200-00017,솔무,근린공원,,광주광역시 광산구 장덕동 1112,35.19905413,126.8156075,10031.2,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00018,신완,근린공원,,광주광역시 광산구 장덕동 1048,35.198056,126.814272,43091.7,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00019,잿등,근린공원,,광주광역시 광산구 장덕동 1308,35.19420047,126.8127548,10000.4,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00020,장덕,근린공원,,광주광역시 광산구 장덕동 1495,35.187566,126.813381,37644.8,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00021,원당산,근린공원,,광주광역시 광산구 장덕동 1295,35.19123149,126.8163323,135509.6,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00022,성덕,근린공원,,광주광역시 광산구 장덕동 1127,35.193749,126.818196,31067.8,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00023,수완호수,근린공원,,광주광역시 광산구 장덕동 1681,35.18794562,126.8202483,84835.1,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00024,풍영정천변길,근린공원,,광주광역시 광산구 수완동 1411,35.185279,126.817137,40991.9,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00025,완동,근린공원,,광주광역시 광산구 수완동 919,35.199382,126.827591,37027,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00026,수문1,근린공원,,광주광역시 광산구 수완동 1154,35.195707,126.832976,53315.2,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00027,고래실,근린공원,,광주광역시 광산구 수완동 943,35.19520254,126.8296887,24936.4,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00028,너른배미,근린공원,,광주광역시 광산구 수완동 974,35.193484,126.827176,10015,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00029,은빛,근린공원,,광주광역시 광산구 수완동 1493,35.1878923,126.8257031,10025.4,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00030,아름,근린공원,,광주광역시 광산구 신가동 1066,35.1846219,126.8255036,14254.5,,,,,,2001-04-19,광주광역시 광산구,062-960-8702,2021-09-06
29200-00031,경암,근린공원,,광주광역시 광산구 하남동 663,35.17828034,126.800083,64835,,,,,,2004-03-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00032,역산,근린공원,,광주광역시 광산구 산정동 1122,35.169465,126.800356,24580,,,,,,2004-03-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00033,장수천,근린공원,,광주광역시 광산구 산정동 1035,35.175959,126.802889,10119,,,,,,2004-03-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00034,월전,근린공원,,광주광역시 광산구 장록동 751-1,35.13221174,126.7685876,40038.5,,,,,,1991-06-25,광주광역시 광산구,062-960-8702,2021-09-06
29200-00035,용동,근린공원,,광주광역시 광산구 용동 669-1,35.13325354,126.7574326,38773.8,,,,,,1991-06-25,광주광역시 광산구,062-960-8702,2021-09-06
29200-00036,천하,근린공원,,광주광역시 광산구 용동 680-2,35.13059104,126.7512693,13035.2,,,,,,2009-02-16,광주광역시 광산구,062-960-8702,2021-09-06
29200-00037,옥동1,근린공원,,광주광역시 광산구 옥동 1242-2,35.12584077,126.7610794,16644.4,,,,,,1999-09-22,광주광역시 광산구,062-960-8702,2021-09-06
29200-00038,옥동2,근린공원,,광주광역시 광산구 옥동 1241-1,35.12527903,126.7632797,29733.4,,,,,,2004-07-27,광주광역시 광산구,062-960-8702,2021-09-06
29200-00039,평동역,근린공원,,광주광역시 광산구 월전동 927,35.122301,126.763232,15498.8,,,,,,1992-12-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00040,원두,근린공원,,광주광역시 광산구 월전동 1061,35.12045901,126.7768267,25291.4,,,,,,1992-12-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00041,선운,근린공원,,광주광역시 광산구 선암동 544,35.14520656,126.780155,59093.6,,,,,,2006-05-29,광주광역시 광산구,062-960-8702,2021-09-06
29200-00042,하신,근린공원,,광주광역시 광산구 하남동 519,35.18793404,126.7974918,30158,,,,,,2011-03-22,광주광역시 광산구,062-960-8702,2021-09-06
29200-00043,신촌,근린공원,,광주광역시 광산구 신촌동 703-6,35.14180117,126.8048677,22383,,,,,,1975-02-18,광주광역시 광산구,062-960-8702,2021-09-06
29200-00044,진곡,근린공원,,광주광역시 광산구 진곡동 556,35.21015106,126.7849716,11316,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00045,고룡,근린공원,,광주광역시 광산구 진곡동 596,35.205535,126.782745,34396.4,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00046,시례,근린공원,,광주광역시 광산구 진곡동 620,35.201902,126.786602,10089.8,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00047,발산제,근린공원,,광주광역시 광산구 오선동 587,35.198225,126.793981,34030.2,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00048,표산,근린공원,,광주광역시 광산구 오선동 589,35.19423486,126.791857,8445.7,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00049,고저골,근린공원,,광주광역시 광산구 오선동 740,35.19342768,126.7907967,10325.6,,,,,,2008-12-31,광주광역시 광산구,062-960-8702,2021-09-06
29200-00050,선운,소공원,,광주광역시 광산구 선암동 584,35.148721,126.771813,810.8,,,,,,2009-07-15,광주광역시 광산구,062-960-8712,2021-09-06
29200-00051,진곡,소공원,,광주광역시 광산구 오선동 688,35.200996,126.791428,2492.9,,,,,,2009-02-05,광주광역시 광산구,062-960-8712,2021-09-06
29200-00052,송정주공,소공원,,광주광역시 광산구 우산동 1079-3,,,4982,,,,,,2007-04-20,광주광역시 광산구,062-960-8712,2021-09-06
29200-00053,우산,소공원,,광주광역시 광산구 우산동 1599-1,35.1606593,126.807615,1155.8,,,,,,2007-11-15,광주광역시 광산구,062-960-8712,2021-09-06
29200-00054,소공원 3(운남3지구 주공A 남측일원),소공원,,광주광역시 광산구 운남동 523-10,,,2287,,,,,,2016-06-01,광주광역시 광산구,062-960-8712,2021-09-06
29200-00055,소공원 6(운남6지구 주공A 남측일원),소공원,,광주광역시 광산구 운남동 524-16,,,102,,,,,,2016-06-01,광주광역시 광산구,062-960-8712,2021-09-06
29200-00056,무돌,어린이공원,,광주광역시 광산구 우산동 1025-1,35.15796451,126.8095013,1629.9,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00057,대덕,어린이공원,,광주광역시 광산구 우산동 1039-1,35.155539,126.814926,1779.9,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
29200-00058,꿈꾸는,어린이공원,,광주광역시 광산구 우산동 1045-2,35.15493996,126.8114927,1629.8,,,,,,1980-08-23,광주광역시 광산구,062-960-8712,2021-09-06
